# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Jun  6 17:18:26 2015
#
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN hd_name:        HD Name
# COLUMN pl_name:        Planet Name
# COLUMN pl_masse:       Planet Mass [Earth mass]
# COLUMN pl_rade:        Planet Radius [Earth radii]
# COLUMN st_age:         Stellar Age [Gyr]
#
rowid,pl_orbper,pl_orbsmax,pl_orbeccen,pl_dens,pl_orbincl,st_dist,st_teff,st_mass,st_rad,hd_name,pl_name,pl_masse,pl_rade,st_age
1585,5.85994400,0.068000,,,,,6211.00,1.2500,1.41,,Kepler-65 c,,2.580,2.900
1586,8.13123000,0.084000,,,,,6211.00,1.2500,1.41,,Kepler-65 d,,1.520,2.900
1587,17.81581500,0.135200,,,,1107.00,5962.00,1.0380,0.97,,Kepler-66 b,,2.800,1.000
1588,15.72590000,0.117100,,,,1107.00,5331.00,0.8650,0.78,,Kepler-67 b,,2.940,1.000
1589,5.39876300,0.061700,0.000000,3.32000,87.600,135.00,5793.00,1.0800,1.24,,Kepler-68 b,8.30000,2.310,6.300
1590,9.60508500,0.090590,0.000000,28.00000,86.930,135.00,5793.00,1.0800,1.24,,Kepler-68 c,4.80000,0.953,6.300
1591,580.00000000,1.400000,,,,135.00,5793.00,1.0800,1.24,,Kepler-68 d,,,6.300
1592,13.72234100,0.094000,0.160000,,89.620,,5638.00,0.8100,0.93,,Kepler-69 b,,2.240,
1593,242.46130000,0.640000,0.140000,,89.850,,5638.00,0.8100,0.93,,Kepler-69 c,,1.710,
1594,4.88552500,0.062240,0.000000,0.16600,86.500,,5933.00,1.3470,1.84,,Kepler-7 b,137.61500,16.567,3.500
1595,7.34071100,0.078100,0.000000,0.88000,87.460,1330.00,6000.00,1.1800,1.12,,Kepler-74 b,200.22000,10.760,0.800
1596,8.88491160,0.081800,0.570000,11.00000,89.120,1140.00,5200.00,0.9100,0.89,,Kepler-75 b,3209.90000,11.770,6.200
1597,1.54492875,,0.000000,,78.000,,6409.00,1.2000,1.32,,Kepler-76 b,635.63000,14.010,
1598,3.57878087,0.045010,0.000000,0.60300,88.000,570.00,5520.00,0.9500,0.99,,Kepler-77 b,136.66100,10.761,7.500
1599,0.35500000,,0.000000,5.57000,79.000,,5058.00,0.7580,0.74,,Kepler-78 b,1.86000,1.173,0.750
1600,13.48450000,0.117000,0.015000,1.43000,88.780,,6174.00,1.1650,1.30,,Kepler-79 b,10.90000,3.470,3.440
1601,27.40290000,0.187000,0.030000,0.62000,89.480,,6174.00,1.1650,1.30,,Kepler-79 c,5.90000,3.720,3.440
1602,52.09020000,0.287000,0.025000,0.09000,89.930,,6174.00,1.1650,1.30,,Kepler-79 d,6.00000,7.160,3.440
1603,81.06590000,0.386000,0.012000,0.53000,89.130,,6174.00,1.1650,1.30,,Kepler-79 e,4.10000,3.490,3.440
1604,3.52254000,0.048300,0.000000,0.26100,84.070,1330.00,6213.00,1.2130,1.49,,Kepler-8 b,191.64300,15.906,3.840
1605,7.05300000,,,,,,4613.00,0.7200,0.64,,Kepler-80 b,,2.640,
1606,9.52200000,,,,,,4613.00,0.7200,0.64,,Kepler-80 c,,2.790,
1607,3.07218600,0.037000,,,,,4613.00,0.7200,0.64,,Kepler-80 d,,1.740,
1608,4.64538700,0.049000,,,,,4613.00,0.7200,0.64,,Kepler-80 e,,1.640,
1609,5.95500000,,,,,,4500.00,0.6400,0.59,,Kepler-81 b,,2.420,
1610,12.04000000,,,,,,4500.00,0.6400,0.59,,Kepler-81 c,,2.370,
1611,20.83784600,0.128000,,,,,4500.00,0.6400,0.59,,Kepler-81 d,,1.210,
1612,26.44400000,,,,,,5428.00,0.8500,0.94,,Kepler-82 b,,4.000,
1613,51.53800000,,,,,,5428.00,0.8500,0.94,,Kepler-82 c,,5.350,
1614,2.38296100,0.034000,,,,,5428.00,0.8500,0.94,,Kepler-82 d,,1.770,
1615,5.90220600,0.063000,,,,,5428.00,0.8500,0.94,,Kepler-82 e,,2.470,
1616,9.77000000,,,,,,4648.00,0.6600,0.59,,Kepler-83 b,,2.830,
1617,20.09000000,,,,,,4648.00,0.6600,0.59,,Kepler-83 c,,2.360,
1618,5.16979600,0.051000,,,,,4648.00,0.6600,0.59,,Kepler-83 d,,1.940,
1619,8.72600000,,,,,,6031.00,1.0000,1.17,,Kepler-84 b,,2.230,
1620,12.88300000,,,,,,6031.00,1.0000,1.17,,Kepler-84 c,,2.360,
1621,4.22453700,0.052000,,,,,6031.00,1.0000,1.17,,Kepler-84 d,,1.380,
1622,27.43438900,0.181000,,,,,6031.00,1.0000,1.17,,Kepler-84 e,,2.600,
1623,44.55216900,0.250000,,,,,6031.00,1.0000,1.17,,Kepler-84 f,,2.200,
1624,8.30600000,,,,,,5436.00,0.9200,0.89,,Kepler-85 b,,1.970,
1625,12.51300000,,,,,,5436.00,0.9200,0.89,,Kepler-85 c,,2.180,
1626,17.91323000,0.130000,,,,,5436.00,0.9200,0.89,,Kepler-85 d,,1.200,
1627,25.21675100,0.163000,,,,,5436.00,0.9200,0.89,,Kepler-85 e,,1.270,
1628,114.73635000,0.481000,0.036000,0.72900,89.274,,5600.00,1.1000,1.82,,Kepler-87 b,324.20000,13.490,7.500
1629,191.23180000,0.676000,0.039000,0.15200,89.588,,5600.00,1.1000,1.82,,Kepler-87 c,6.40000,6.140,7.500
1630,19.24000000,0.140000,0.150000,0.52400,,650.00,5777.00,1.0700,1.02,,Kepler-9 b,80.09000,9.438,1.000
1631,38.91000000,0.225000,0.130000,0.38300,,650.00,5777.00,1.0700,1.02,,Kepler-9 c,54.34700,9.225,1.000
1632,1.59285100,0.027300,,,,650.00,5777.00,1.0700,1.02,,Kepler-9 d,,1.640,1.000
1633,6.24668005,,0.051900,,67.370,1030.00,4550.00,1.3100,6.30,,Kepler-91 b,209.76000,15.690,4.860
1634,13.74900000,,,,,,5883.00,1.2100,1.70,,Kepler-92 b,64.30000,3.510,
1635,26.72300000,,,,,,5883.00,1.2100,1.70,,Kepler-92 c,6.10000,2.600,
1636,49.35680000,,0.070000,,,,5883.00,1.2100,1.70,,Kepler-92 d,,2.067,
1637,4.72673978,0.053000,0.000000,6.88000,89.183,,5669.00,0.9110,0.92,,Kepler-93 b,4.02000,1.478,6.600
1638,1460.00000000,,,,,,5669.00,0.9110,0.92,,Kepler-93 c,954.00000,,6.600
1639,2.50806000,,,1.45000,,,4781.00,0.8100,0.76,,Kepler-94 b,10.84000,3.510,1.410
1640,820.30000000,,,,,,4781.00,0.8100,0.76,,Kepler-94 c,3126.00000,,1.410
1641,11.52310000,,,1.71000,,,5699.00,1.0800,1.41,,Kepler-95 b,13.00000,3.420,5.630
1642,16.23850000,,,2.26000,,,5690.00,1.0000,1.02,,Kepler-96 b,8.46000,2.670,2.340
1643,2.58664000,,,5.44000,,,5779.00,0.9400,0.98,,Kepler-97 b,3.51000,1.480,8.420
1644,789.00000000,,,,,,5779.00,0.9400,0.98,,Kepler-97 c,344.00000,,8.420
1645,1.54168000,,,2.18000,,,5539.00,0.9900,1.11,,Kepler-98 b,3.55000,1.990,2.790
1646,4.60358000,,,10.90000,,,4782.00,0.7900,0.73,,Kepler-99 b,6.15000,1.480,1.470
1647,3.91405000,0.046400,0.000000,1.40000,88.300,2000.00,5000.00,0.8700,0.82,,Lupus-TR-3 b,257.43100,9.976,
1648,,0.620000,,,,1000.00,,0.0600,,,MOA 2007-BLG-192L b,3.30000,,
1649,,0.720000,,,,5800.00,,0.3000,,,MOA 2007-BLG-400L b,263.79000,,
1650,,1.250000,,,,6000.00,,0.6700,,,MOA 2008-BLG-310L b,74.00000,,
1651,,3.300000,,,,3300.00,,0.5600,,,MOA 2008-BLG-379L b,1303.00000,,
1652,2774.00000000,3.200000,,,,3040.00,,0.5600,,,MOA 2009-BLG-266L b,10.40000,,
1653,,2.400000,,,,6100.00,,0.3800,,,MOA 2009-BLG-319L b,50.00000,,
1654,1982.00000000,1.820000,,,52.000,5690.00,,0.1900,,,MOA 2009-BLG-387L b,813.64480,,
1655,,1.210000,,,,2800.00,,0.1600,,,MOA 2010-BLG-073L b,3496.00000,,
1656,,0.920000,,,,810.00,,0.1100,,,MOA 2010-BLG-328L b,9.20000,,
1657,,2.000000,,,,2300.00,5950.00,0.6700,,,MOA 2010-BLG-477L b,476.70000,,
1658,,0.840000,,,,7000.00,,0.1200,,,MOA 2011-BLG-262L b,18.00000,,
1659,,1.100000,,,,7720.00,,0.8600,,,MOA 2011-BLG-293L b,1525.50000,,
1660,,4.300000,,,,7560.00,,0.3900,,,MOA 2011-BLG-322L b,3686.70000,,
1661,,8.300000,,,,5100.00,,0.7500,,,MOA-bin-1L b,1175.90000,,
1662,121.71000000,,0.350000,,,,4284.00,1.3500,21.80,,NGC 2682 Sand 364 b,,,4.150
1663,6.95800000,,0.240000,,,,5780.00,1.0100,0.99,,NGC 2682 YBP 1194 b,,,4.150
1664,5.11800000,,0.390000,,,,5725.00,0.9600,0.89,,NGC 2682 YBP 1514 b,,,4.150
1665,677.80000000,2.380000,0.190000,,,2200.00,,3.9000,,,NGC 4349 127 b,,,0.200
1666,5573.55000000,5.350000,0.080000,,,500.00,57000.00,0.5350,,,NN Ser c,2329.60000,,
1667,2883.50000000,3.430000,0.190000,,,500.00,57000.00,0.5350,,,NN Ser d,731.00000,,
1668,2985.70000000,,0.440000,,,,,,,,NY Vir b,,,
1669,,3.000000,,,,5200.00,,0.3600,,,OGLE 2003-BLG-235L b,476.70000,,
1670,,2.700000,,,,2700.00,,0.4900,,,OGLE 2005-BLG-169L b,13.00000,,
1671,3285.00000000,2.600000,,,,6600.00,,0.2200,,,OGLE 2005-BLG-390L b,5.50000,,
1672,,3.600000,,,,3200.00,,0.4600,,,OGLE 2005-BLG-71L b,1207.70000,,
1673,1788.50000000,2.300000,,,,1510.00,,0.5100,,,OGLE 2006-BLG-109L b,231.00000,,
1674,4927.50000000,4.500000,0.150000,,64.000,1510.00,,0.5100,,,OGLE 2006-BLG-109L c,86.00000,,
1675,,3.300000,,,,5900.00,,0.6400,,,OGLE 2007-BLG-368L b,20.00000,,
1676,,1.700000,,,,6800.00,,0.3700,,,OGLE 2008-BLG-355L b,1462.00000,,
1677,,18.000000,,,,8100.00,,0.7100,,,OGLE 2008-BLG-92L b,56.60000,,
1678,,2.720000,,,,2570.00,,0.2600,,,OGLE 2011-BLG-251L b,168.44000,,
1679,,1.890000,,,,4380.00,,0.2110,,,OGLE 2011-BLG-265L b,279.68000,,
1680,,3.820000,,,,4080.00,,0.8200,,,OGLE 2012-BLG-26L b,34.96000,,
1681,,4.630000,,,,4080.00,,0.8200,,,OGLE 2012-BLG-26L c,216.12000,,
1682,,0.870000,,,,1760.00,,0.0220,,,OGLE 2012-BLG-358L b,587.96000,,
1683,,3.450000,,,,4970.00,,0.4400,,,OGLE 2012-BLG-406L b,867.64000,,
1684,,0.800000,,,,3040.00,,0.0960,,,OGLE 2013-BLG-102L b,3994.48600,,
1685,,0.883000,,,,1161.00,,0.1452,,,OGLE 2013-BLG-341L B b,2.32000,,
1686,,3.110000,,,,4100.00,,0.7100,,,OGLE 2014-BLG-124L b,162.09000,,
1687,1.21191890,0.023830,,0.68000,77.600,,6050.00,1.2280,1.36,,OGLE-TR-056 b,441.77000,15.278,
1688,3.10127800,0.043400,,0.40000,90.000,,5950.00,1.1400,1.17,,OGLE-TR-10 b,197.04600,14.011,
1689,4.01610000,0.046890,,0.59000,88.250,,5040.00,0.8520,0.83,,OGLE-TR-111 b,174.79900,11.781,
1690,1.43247520,0.022890,,1.20000,87.800,600.00,4790.00,0.7790,0.77,,OGLE-TR-113 b,400.44900,12.251,
1691,1.68986800,0.030350,,0.85000,83.400,2500.00,6210.00,1.3050,1.32,,OGLE-TR-132 b,375.02000,13.450,1.200
1692,3.97910000,0.051000,0.000000,,85.700,,5924.00,1.1400,1.14,,OGLE-TR-182 b,320.99500,12.666,
1693,3.67724000,0.051000,0.000000,,87.200,,6325.00,1.3300,1.64,,OGLE-TR-211 b,327.35100,15.244,
1694,2.48553350,0.030800,,,79.800,,6933.00,1.5200,1.53,,OGLE2-TR-L9 b,1430.17500,18.046,
1695,730000.00000000,,,,,,,,,,Oph 11 b,6674.15000,,
1696,138.31700000,0.652000,0.070200,,90.050,1000.00,6407.00,1.5280,1.73,,PH1 b,169.00000,6.180,2.000
1697,282.52550000,0.828000,0.410000,,89.830,,5629.00,0.9400,1.00,,PH2 b,,10.120,
1698,3.16062960,0.037340,,,88.060,1200.00,4400.00,0.6950,0.59,,POTS-1 b,734.16000,10.548,
1699,25.26200000,0.190000,0.000000,,,600.00,,,,,PSR B1257+12 b,0.02000,,3.000
1700,66.54190000,0.360000,0.018600,,,600.00,,,,,PSR B1257+12 c,4.30000,,3.000
1701,98.21140000,0.460000,,,,600.00,,,,,PSR B1257+12 d,3.90000,,3.000
1702,,23.000000,,,,,,,,,PSR B1620-26 b,794.57500,,
1703,0.09070629,0.004400,0.060000,23.00000,,1200.00,4500.00,1.4000,0.04,,PSR J1719-1438 b,382.80000,,12.500
1704,4.42640000,,0.000000,,,,6174.00,1.2340,1.17,,Pr0201 b,171.62100,,
1705,2.14510000,,0.000000,,,,5326.00,0.9520,0.87,,Pr0211 b,586.05400,,
1706,1.42002406,0.022980,,1.20000,84.260,,,0.8030,0.78,,Qatar-1 b,405.23325,12.733,9.800
1707,1.33711647,0.021530,0.000000,1.57300,86.120,,4645.00,0.7430,0.78,,Qatar-2 b,792.63500,14.056,5.000
1708,,210.000000,,,,120.00,3850.00,0.8700,,,ROXs 12 b,5085.00000,,0.008
1709,,157.000000,,,,135.00,,1.0000,,,ROXs 42 B b,2860.00000,,0.003
1710,4343.50000000,5.300000,0.000000,,17.600,,,0.4400,,,RR Cae b,,,
1711,,,,,,,,,,,SR 12 AB c,4131.62000,,
1712,1.79600000,0.030000,,,,8500.00,,1.1000,1.45,,SWEEPS-11 b,3082.82000,12.666,
1713,4.20000000,0.055000,,,,8500.00,,1.2400,1.18,,SWEEPS-4 b,1207.70000,9.079,
1714,198.40000000,0.690000,0.060000,,,759.00,4806.00,1.1500,6.85,,TYC 1422-614-1 b,,,5.890
1715,559.30000000,1.370000,0.048000,,,759.00,4806.00,1.1500,6.85,,TYC 1422-614-1 c,,,5.890
1716,3.03006500,0.039250,,0.76900,90.000,150.00,5230.00,0.8780,0.81,,TrES-1 b,238.99800,11.960,3.700
1717,2.47063000,0.035560,0.000000,0.77000,83.620,213.00,5850.00,0.9830,1.00,,TrES-2 b,381.10000,14.258,
1718,1.30618581,0.022820,0.000000,0.99400,81.850,228.00,5650.00,0.9280,0.83,,TrES-3 b,607.03000,14.975,
1719,3.55394500,0.050910,0.000000,0.20900,82.860,492.00,6200.00,1.4040,1.85,,TrES-4 b,292.07300,20.165,
1720,1.48224686,0.024590,,1.31000,84.270,360.00,5171.00,0.9010,0.87,,TrES-5 b,568.91570,13.384,
1721,,670.000000,,,,,2700.00,0.0600,,,USco CTIO 108 b,4449.62000,,
1722,5840.00000000,5.900000,0.040000,,,,,0.7000,,,UZ For b,2002.20000,,
1723,1916.25000000,2.800000,0.050000,,,,,0.7000,,,UZ For c,2447.20000,,
1724,1170.00000000,1.700000,0.000000,,,1400.00,29300.00,0.5000,0.23,,V0391 Peg b,,,10.000
1725,,102.000000,,,,12.70,2620.00,0.0700,,,VHS J125601.92-125723.9 b,3559.69600,,0.225
1726,2.51994540,0.038890,0.000000,0.34800,90.000,408.00,6110.00,1.3010,1.52,,WASP-1 b,271.41500,16.623,
1727,3.09276160,0.037810,,4.14000,88.490,90.00,4675.00,0.7500,0.70,,WASP-10 b,1001.12000,12.106,
1728,2.84937500,0.045700,0.000000,0.53000,82.600,,6900.00,1.5700,,,WASP-100 b,645.17000,18.940,
1729,3.58572200,0.050600,0.000000,0.24000,85.000,,6400.00,1.3400,1.29,,WASP-101 b,158.91000,15.800,0.900
1730,0.92554200,0.019850,,0.55000,86.300,470.00,6110.00,1.2200,1.44,,WASP-103 b,473.54700,17.127,4.000
1731,1.75541370,0.029180,0.000000,1.07400,83.630,143.00,5475.00,1.0760,0.96,,WASP-104 b,404.26300,12.745,3.000
1732,9.28971500,0.091700,0.000000,1.86000,89.490,283.00,6055.00,1.1920,1.39,,WASP-106 b,611.79700,12.162,7.000
1733,3.72247470,0.043500,0.000000,0.59400,88.600,121.70,4980.00,0.8300,0.79,,WASP-11 b,154.77700,11.265,
1734,10.02165000,0.094590,0.302000,0.34450,89.140,,6038.00,1.1290,1.17,,WASP-117 b,87.55850,11.444,4.600
1735,1.09142300,0.022900,0.049000,0.24000,83.100,,6300.00,1.3500,1.57,,WASP-12 b,448.00000,20.100,
1736,4.35301100,0.053620,0.000000,0.22200,85.190,155.00,5826.00,1.0900,1.56,,WASP-13 b,151.59900,15.569,
1737,2.24375200,0.036000,0.091000,4.65600,84.320,160.00,6475.00,1.2110,1.31,,WASP-14 b,2333.00000,14.360,
1738,3.75206560,0.049900,0.000000,0.24700,85.500,,6300.00,1.1800,1.48,,WASP-15 b,172.00000,16.010,
1739,3.11860090,0.042100,0.000000,1.10400,85.220,,5700.00,1.0220,0.95,,WASP-16 b,272.00000,11.300,
1740,3.73544170,0.051000,0.129000,0.12200,87.800,400.00,6550.00,1.2000,1.38,,WASP-17 b,156.00000,19.500,
1741,0.94145299,0.020260,0.009200,8.78000,86.000,105.49,6400.00,1.2810,1.23,HD 10069,WASP-18 b,3314.83000,13.059,
1742,0.78884000,0.016550,0.004600,0.58300,79.400,250.00,5460.00,0.9350,1.02,,WASP-19 b,371.21000,15.536,10.200
1743,2.15222600,0.031380,,0.92000,84.810,166.00,5200.00,0.8900,0.84,,WASP-2 b,290.80200,12.005,5.600
1744,4.89962840,0.060000,0.000000,0.13200,85.560,210.00,5940.00,1.2000,1.39,,WASP-20 b,98.84100,16.388,7.000
1745,4.32248200,0.052000,0.000000,0.32000,88.750,242.00,5800.00,0.8900,1.14,,WASP-21 b,95.34500,11.990,12.000
1746,3.53273130,0.046980,0.000000,0.50300,88.260,300.00,5958.00,1.1090,1.22,,WASP-22 b,186.87600,12.980,
1747,2.94442560,0.037600,0.062000,,88.390,,5150.00,0.7800,0.77,,WASP-23 b,280.95000,10.783,
1748,2.34121242,0.036510,0.000000,0.64800,83.640,,6075.00,1.1840,1.33,,WASP-24 b,340.38200,14.571,
1749,3.76482500,0.047300,0.000000,0.42200,88.000,,5703.00,1.0000,0.92,,WASP-25 b,184.33400,13.675,
1750,2.75660040,0.039850,0.000000,0.64900,82.910,250.00,5939.00,1.1110,1.30,,WASP-26 b,326.71500,14.359,
1751,3.40883000,0.044690,0.000000,0.67600,88.610,410.00,6150.00,1.0210,1.09,,WASP-28 b,288.26000,13.597,5.000
1752,3.92272700,0.045700,0.030000,0.65000,88.800,70.00,4800.00,0.8250,0.81,,WASP-29 b,77.54700,8.878,
1753,1.84683500,0.031510,0.000000,1.03700,84.930,220.00,6400.00,1.2400,1.31,,WASP-3 b,559.35700,14.500,
1754,3.40590960,0.046590,0.000000,0.17200,84.410,360.00,6302.00,1.1630,1.25,,WASP-31 b,151.91600,17.363,
1755,2.71865900,0.039400,0.018000,2.92600,85.300,,6100.00,1.1000,1.11,,WASP-32 b,1144.14000,13.227,
1756,1.21986690,0.025550,,,87.670,116.14,7430.00,1.4950,1.44,HD 15082,WASP-33 b,1303.00000,16.780,
1757,4.31767820,0.052400,0.038000,0.45000,85.200,120.00,5700.00,1.0100,0.93,,WASP-34 b,187.51000,13.675,
1758,3.16157500,0.043170,0.000000,0.42600,87.960,,5990.00,1.0700,1.09,,WASP-35 b,228.82800,14.796,
1759,1.53736530,0.026430,0.000000,1.45800,83.610,450.00,5959.00,1.0400,0.95,,WASP-36 b,731.93200,14.359,
1760,3.57746900,0.044600,0.000000,1.53000,88.820,343.00,5800.00,0.9250,1.00,,WASP-37 b,572.07000,13.002,
1761,6.87181500,0.075220,0.031400,2.74000,88.690,110.00,6150.00,1.2030,1.33,HD 146389,WASP-38 b,855.24500,12.263,
1762,4.05525900,0.048600,0.000000,0.18600,87.830,230.00,5400.00,0.9300,0.90,,WASP-39 b,88.98900,14.235,
1763,1.33823187,0.023120,0.000000,0.77400,88.800,300.00,5436.00,0.8900,0.92,,WASP-4 b,393.13900,15.838,7.000
1764,3.05240100,0.040200,0.000000,0.66500,87.700,180.00,5450.00,0.9300,0.90,,WASP-41 b,292.39100,13.451,
1765,4.98168720,0.054800,0.060000,0.52800,88.250,160.00,5200.00,0.8840,0.86,,WASP-42 b,158.90800,12.106,
1766,0.81347500,0.014200,0.000000,2.93900,82.600,80.00,4400.00,0.5800,0.60,,WASP-43 b,565.71400,10.424,
1767,2.42380390,0.034730,0.000000,0.81100,86.020,,5410.00,0.9510,0.93,,WASP-44 b,282.53900,12.778,
1768,3.12608760,0.040540,0.000000,0.85100,84.470,,5140.00,0.9090,0.94,,WASP-45 b,320.04100,13.002,
1769,1.43037000,0.024480,0.000000,1.25000,82.630,,5620.00,0.9560,0.92,,WASP-46 b,667.73300,14.684,
1770,4.15913990,0.052000,0.110000,0.98400,89.200,200.00,5350.00,1.0840,1.15,,WASP-47 b,362.31100,12.890,
1771,2.14363544,0.033200,0.000000,0.41500,81.990,,6000.00,1.0620,1.52,,WASP-48 b,288.00000,15.650,6.600
1772,2.78173870,0.037900,0.000000,0.36300,84.890,170.00,5600.00,0.9380,0.98,,WASP-49 b,120.13500,12.498,
1773,1.62842790,0.026700,0.038000,1.64000,86.900,300.00,5700.00,0.9600,1.03,,WASP-5 b,502.15000,12.184,5.400
1774,1.95509590,0.029450,0.009000,1.27400,84.740,230.00,5400.00,0.8920,0.84,,WASP-50 b,466.55500,12.924,
1775,1.74977980,0.027200,0.000000,0.29000,85.350,140.00,5000.00,0.8700,0.79,,WASP-52 b,146.20000,14.240,0.400
1776,3.69364110,0.049870,0.067000,0.18800,84.970,200.00,6100.00,1.2130,1.83,,WASP-54 b,202.13100,18.528,6.300
1777,4.46563300,0.053300,0.200000,0.34600,89.200,330.00,5960.00,1.0100,1.06,,WASP-55 b,181.15500,14.572,
1778,4.61710100,0.054580,0.000000,0.58300,88.500,255.00,5600.00,1.0170,1.11,,WASP-56 b,181.47300,12.240,6.200
1779,2.83897100,0.038600,0.000000,1.16100,88.000,455.00,5600.00,0.9540,0.84,,WASP-57 b,213.57300,10.267,2.600
1780,5.01718000,0.056100,0.000000,0.45000,87.400,300.00,5800.00,0.9400,1.17,,WASP-58 b,282.86000,15.360,3.200
1781,7.91958500,0.069700,0.100000,2.40000,89.270,125.00,4650.00,0.7190,0.61,,WASP-59 b,274.27600,8.687,0.500
1782,3.36100208,0.041400,0.054000,0.32500,88.380,,5375.00,0.8360,0.86,,WASP-6 b,154.14755,13.787,9.000
1783,4.30500110,0.053100,0.000000,1.10000,87.900,400.00,5900.00,1.0780,1.14,,WASP-60 b,163.35800,9.640,3.600
1784,3.85590000,0.051400,0.260000,1.42300,89.350,480.00,6320.00,1.2200,1.36,,WASP-61 b,654.70200,13.899,
1785,4.41195300,0.056700,0.210000,0.27900,88.300,160.00,6280.00,1.2500,1.28,,WASP-62 b,181.15500,15.581,
1786,4.37809000,0.057400,0.220000,0.17300,87.800,330.00,5570.00,1.3200,1.88,,WASP-63 b,120.77000,16.029,
1787,1.57329180,0.026480,0.000000,0.82300,86.570,350.00,5400.00,1.0040,1.06,,WASP-64 b,403.94500,14.247,1.200
1788,2.31142430,0.033400,0.000000,1.50000,88.800,310.00,5600.00,0.9300,1.01,,WASP-65 b,492.62000,12.464,8.000
1789,4.08605200,0.054600,0.110000,1.14400,85.900,380.00,6580.00,1.3000,1.75,,WASP-66 b,737.33500,15.581,
1790,4.61442000,0.051700,0.200000,0.21300,85.800,225.00,5240.00,0.8700,0.87,,WASP-67 b,133.48300,15.693,
1791,5.08429800,0.062060,0.000000,0.66500,88.100,,5911.00,1.2400,1.69,HD 193334,WASP-68 b,301.93000,13.900,
1792,3.86813820,0.045250,0.000000,0.29100,86.710,50.00,4715.00,0.8260,0.81,,WASP-69 b,82.63200,9.113,2.000
1793,4.95465800,0.061800,0.000000,0.54500,89.600,140.00,6400.00,1.2760,1.43,HD 197286,WASP-7 b,305.10400,14.908,
1794,3.71302030,0.048530,0.000000,0.49900,87.120,245.00,5763.00,1.1060,1.22,HD 358155,WASP-70 A b,187.51200,13.047,9.500
1795,2.90367470,0.046190,0.000000,0.94000,84.900,345.00,6059.00,1.5590,2.26,,WASP-71 b,712.54500,16.370,2.000
1796,2.21674210,0.037080,0.000000,0.96000,81.600,340.00,6250.00,1.3860,1.98,,WASP-72 b,491.37630,14.240,3.700
1797,4.08722000,0.055120,0.000000,1.59600,87.400,,6036.00,1.3400,2.07,HD 202678,WASP-73 b,597.50000,13.002,
1798,2.48419300,0.037500,0.000000,0.69000,82.000,260.00,6100.00,1.1400,1.26,,WASP-75 b,340.06000,14.235,3.500
1799,1.36003090,0.024000,0.000000,1.33000,89.400,93.00,5500.00,1.0020,0.95,,WASP-77 A b,559.36000,13.560,1.000
1800,2.17517632,0.036200,0.000000,0.23940,83.200,550.00,6100.00,1.1700,1.60,,WASP-78 b,282.85700,19.055,
1801,3.66238660,0.053500,0.000000,0.13000,83.300,240.00,6600.00,1.3800,1.53,,WASP-79 b,286.03000,23.430,
1802,8.15871500,0.080100,0.310000,,88.550,87.00,5600.00,1.0300,0.94,,WASP-8 b,713.18000,11.635,
1803,4323.00000000,5.280000,0.000000,,,87.00,5600.00,1.0300,0.94,,WASP-8 c,,,
1804,3.06785234,0.034400,0.002000,0.71700,89.020,60.00,4143.00,0.5770,0.59,,WASP-80 b,170.99254,11.198,
1805,2.70578500,0.044800,0.000000,0.33000,86.600,,6480.00,1.6400,2.22,,WASP-82 b,397.27000,19.170,
1806,8.52348650,0.077100,0.000000,1.10400,88.368,125.00,5314.00,0.8420,0.75,,WASP-84 b,220.56500,10.559,1.000
1807,4.95400000,0.064310,0.000000,0.14600,88.000,,6431.00,1.4500,2.08,,WASP-88 b,177.98000,19.055,
1808,3.95019070,0.055000,0.130000,0.11800,88.700,180.00,6153.00,1.4500,1.62,,WASP-94 A b,143.65300,19.280,4.000
1809,2.00839000,0.033500,0.000000,,,180.00,6040.00,1.2400,1.35,,WASP-94 B b,,,4.000
1810,2.18467300,0.034160,0.000000,1.13000,88.400,,5630.00,1.1100,1.13,,WASP-95 b,359.13000,13.560,2.400
1811,3.42526020,0.045300,0.000000,0.37000,85.600,,5540.00,1.0600,1.05,,WASP-96 b,152.55000,13.450,8.000
1812,2.07276000,0.033030,0.000000,1.21000,88.000,,5640.00,1.1200,1.06,,WASP-97 b,419.52000,12.670,11.900
1813,2.96264000,0.036000,0.000000,0.84000,86.300,,5525.00,0.6900,0.70,,WASP-98 b,263.79000,12.330,8.000
1814,5.75251000,0.071700,0.000000,2.79000,88.800,,6180.00,1.4800,1.76,,WASP-99 b,883.53000,12.330,1.400
1815,,2500.000000,,,,19.20,,0.6200,,,WD 0806-661 b,2383.60000,,1.500
1816,,8.000000,,,,10.10,575.00,0.0290,0.09,,WISEP J121756.91+162640.2 A b,6992.00000,10.468,6.000
1817,3.35205700,0.047000,0.100000,1.61000,85.500,3200.00,6250.00,1.2000,1.15,,WTS-1 b,1274.44000,16.700,2.550
